Page.Name,Page.Category,Page.Admin.Top.Country,Page.Description,Page.Created,Likes.at.Posting,Followers.at.Posting,Post.Created,Post.Created.Date,Post.Created.Time,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Total.Views,Video.Length,URL,Message
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809798,811764,2020-03-18 01:00:14 AEDT,2020-03-18,01:00:14,Link,69,3,18,3,0,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156764359895951,"True or false: Storing medications on a high shelf will keep kids safe. False. In about 50% of OTC poisoning cases, a child climbed on a chair or some other item to reach the medication. This National Poison Prevention Week, learn the best ways to store your OTC and prescription medication and how to keep little ones out of harm's way with these safety tips."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809682,811637,2020-03-17 02:11:36 AEDT,2020-03-17,02:11:36,Link,118,3,12,14,0,0,1,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156761302085951,"“I wake up every day and say, ‘Wow, I love my life. What a gift.’” — Gary Siler (left), who at age 23 received a shocking rheumatoid arthritis diagnosis while he was working to pursue his lifelong dream of becoming a firefighter. Over time, thanks to an intravenous biologic treatment, Siler was able to finely-tune his condition, eventually becoming captain of his fire department. This National Autoimmune Disease Awareness Month, meet more inspiring people like Siler who are part of the 50 million Americans living with chronic autoimmune conditions—and learn about the battle to get their lives back after debilitating diagnoses."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809402,811342,2020-03-16 01:00:08 AEDT,2020-03-16,01:00:08,Link,87,3,24,2,0,0,2,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156758283020951,"Did you know that new research from the American Cancer Society suggests that colorectal cancer is now being diagnosed in adults under the age of 50 at record rates? Learn how you can help protect yourself from the cancer no matter what your age, as we share the latest science-backed information on who’s most at risk, how best to prevent the disease and why there’s growing hope for people who receive a diagnosis."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809364,811300,2020-03-15 03:00:13 AEDT,2020-03-15,03:00:13,Photo,286,12,165,22,0,0,1,1,0,0,N/A,https://www.facebook.com/126297030950/posts/10156755643655951,"What can we learn about past pandemics to fight future outbreaks? The CNN Film “Unseen Enemy: Pandemic,” brought to you by Johnson & Johnson, airs tonight at 11 PM ET. Learn more about the documentary: http://bit.ly/3aLmm14:=:https://www.jnj.com/latest-news/unseen-enemy-film-looks-at-why-zika-ebola-and-influenza-are-so-prevalent"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809318,811247,2020-03-14 01:00:14 AEDT,2020-03-14,01:00:14,Link,100,4,16,19,3,0,0,1,0,0,N/A,https://www.facebook.com/126297030950/posts/10156752704350951,"Stained-glass windows may be synonymous with a soaring Renaissance cathedral, a university library or a grand estate. But for many years, a glorious series of 12 stained-glass windows featuring Johnson & Johnson employees proudly putting in a day’s work adorned the walls of a building at J&J headquarters. The works of art were commissioned by then Chairman and CEO General Robert Wood Johnson in the 1930s, who believed that stained-glass artwork was one of the most permanent and beautiful ways of creating a lasting memorial for our employees. Learn more about the unique history behind these art pieces from Margaret Gurowitz, Chief Historian, J&J."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809301,811219,2020-03-13 01:00:14 AEDT,2020-03-13,01:00:14,Link,114,2,14,11,0,0,1,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156750197830951,"“Nearly half of all people with type 2 diabetes develop chronic kidney disease (CKD), putting themselves at increased risk of kidney failure and cardiovascular disease.” — Chiara Magnone, Ph.D., Vice President, Metabolic Complications, Janssen Research & Development. This World Kidney Day, learn how Magnone and her team are innovating to help change how common complications like CKD are treated—from working to create a treatment that could repair some of the early damage from CKD to exploring the idea of a once-in-a-lifetime treatment for type 2 diabetes complications."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809275,811178,2020-03-12 01:00:18 AEDT,2020-03-12,01:00:18,Link,127,14,15,19,1,0,1,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156747722930951,"✔ Embarked on the next phase of testing a promising investigational HIV vaccine regimen. ✔ Committed to providing up to 700,000 courses of an investigational vaccine regimen to people in the Democratic Republic of the Congo and Rwanda in response to the world’s second worst Ebola outbreak on record. ✔ Launched a new healthcare incubator, JLABS @ Shanghai, to provide start-up companies access to workspace and R&D infrastructure. These are just three of the many advancements Johnson & Johnson made throughout 2019 on our quest to help drive better health for all. Learn more about these milestone moments as we reflect back on our work throughout the past year—and our aspirations for the years to come."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809248,811145,2020-03-11 01:00:16 AEDT,2020-03-11,01:00:16,Link,98,3,35,11,0,0,2,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156745121465951,"For Multiple Sclerosis (MS) Awareness Month, a scientist from the Janssen Pharmaceutical Companies of Johnson & Johnson shares how this disease—which affects nearly 1 million people in the U.S., according to the National Multiple Sclerosis Society—can impact nearly every part of the body. Learn more about common symptoms of the disease, from vision problems to trouble walking—and discover how J&J is conducting ongoing research to better understand MS in the hopes of coming up with an improved intervention."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809202,811095,2020-03-10 01:00:15 AEDT,2020-03-10,01:00:15,Link,101,3,11,16,0,0,1,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156742783840951,"“Knowing you’re paying it forward gives meaning to what you do.”—Brad Heidrich, Senior Scientist at the Janssen Pharmaceutical Companies of Johnson & Johnson. Heidrich’s journey to cancer researcher began at age 13 when he was diagnosed with a rare form of osteosarcoma, a cancer of the bone. His battle with cancer ultimately inspired the person he would become: a Janssen scientist dedicated to working on therapies for blood cancer. This Myeloma Action Month, learn more about Heidrich’s experience and his work helping discover and develop treatments for blood cancers like multiple myeloma."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809175,811063,2020-03-09 05:00:09 AEDT,2020-03-09,05:00:09,Link,125,8,17,24,0,0,1,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156740724315951,"Since our inception in 1886, Johnson & Johnson has championed women and worked to provide the tools, resources and opportunities to succeed. As we continue to celebrate International Women’s Day, meet five admirable J&J women helping to advance our goal of building a more inclusive and work/life-balanced world, such as Seina Lee, PharmD, M.S., IBD DAS Commercial Strategy Lead, Immunology, Janssen Asia Pacific, who launched an inclusive mentoring program in Singapore to help foster and nurture talent."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809175,811063,2020-03-09 01:00:39 AEDT,2020-03-09,01:00:39,Native Video,198,3,94,47,0,0,0,0,0,7692,00:01:09,https://www.facebook.com/126297030950/posts/10156740176205951,"From 1908, when Johnson & Johnson hired its first female scientist, to 2020 when the company shattered its goal of helping 1 million girls through the J&J WiSTEM2D program by over 5 million, J&J has worked to help empower women around the world. This International Women’s Day, learn more about the ways J&J has shown our commitment to women—and meet the next generation of women that J&J and our partners are helping support and inspire in their pursuit of STEM2D studies and careers: http://bit.ly/2v0tYxn:=:https://www.jnj.com/our-heritage/how-johnson-johnson-has-supported-womens-empowerment-since-1886"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809178,811061,2020-03-08 02:00:15 AEDT,2020-03-08,02:00:15,Link,67,0,16,7,0,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156737640530951,"With daylight saving time comes longer days, but it also may mean sleepier mornings as your body adjusts to the time change. From powering off your phone two hours before bed to help avoid the suppression of melatonin to working up a sweat in the morning to help boost energy, discover nine simple ways that you can help make the transition a bit easier."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809148,811023,2020-03-07 02:00:17 AEDT,2020-03-07,02:00:17,Link,187,4,20,29,0,0,1,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156735202625951,"Did you know that for many years, a glorious series of 12 stained-glass windows featuring Johnson & Johnson employees proudly putting in a day’s work adorned the walls of a building at J&J headquarters? The works of art were commissioned by then Chairman and CEO General Robert Wood Johnson, who believed this was the best medium through which the company could create a lasting memorial to its employees. This Employee Appreciation Day, learn about these unique art pieces and how they are an example of how important J&J has always considered its employees to be from Margaret Gurowitz, Chief Historian, J&J."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809123,810991,2020-03-06 02:00:19 AEDT,2020-03-06,02:00:19,Link,77,1,18,10,0,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156732816420951,"✔️A breath-controlled video game that can help make surgery less stressful for kids ✔️A baby bottle designed to help eliminate nipple confusion during breastfeeding These are two of the innovative ideas that won the first-ever Johnson & Johnson Nurses Innovate QuickFire Challenge. In honor of International Women's Day on March 8, learn more about these award winning bright ideas and meet two female innovators helping meet today’s challenges and invent tomorrow’s solutions."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809105,810963,2020-03-05 03:01:58 AEDT,2020-03-05,03:01:58,Link,95,1,11,10,0,0,1,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156730657585951,"At the helm of the groundbreaking Imbokodo study—which is evaluating an investigational preventive HIV vaccine in sub-Saharan Africa—is professor Glenda Gray, a physician and scientist who has dedicated her life to helping make HIV history. Learn more about Dr. Grey’s innovative work on the study that’s composed exclusively of women and its potential global impact."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809092,810942,2020-03-04 11:16:29 AEDT,2020-03-04,11:16:29,Native Video,390,19,129,98,4,0,0,0,0,19952,00:03:07,https://www.facebook.com/126297030950/posts/10156729224085951,"From his time as a young doctor working in Africa at the start of the HIV epidemic to his career at Johnson & Johnson helping inspire colleagues and collaborators to take risks, Dr. Paul Stoffels, Vice Chairman of the Executive Committee and Chief Scientific Officer, J&J, has spent his career working to help accelerate solutions to global health crises such as HIV, tuberculosis, and the recent COVID-19 outbreak. In honor of the 2020 Pasteur Foundation Awards where Dr. Stoffels will receive the inaugural Louis Pasteur Leadership Award in Public Health, watch to learn about his commitment to helping bring innovative solutions to those who need them most."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809092,810942,2020-03-04 09:54:42 AEDT,2020-03-04,09:54:42,Native Video,613,27,63,97,0,0,0,0,0,12985,00:01:06,https://www.facebook.com/126297030950/posts/10156729067640951,"Tonight, Johnson & Johnson celebrates Dr. Paul Stoffels, Vice Chairman of the Executive Committee & CSO, J&J, as he receives the Louis Pasteur Leadership Award in Public Health for his commitment to helping drive better health for all. Watch to learn more about his impact at J&J and in the world."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809092,810942,2020-03-04 02:00:16 AEDT,2020-03-04,02:00:16,Link,48,2,8,9,0,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156728080680951,"Despite the American Cancer Society reporting that U.S. cancer death rates fell more than 2% from 2016 to 2017 for lung, breast, prostate and colorectal cancer, Johnson & Johnson remains devoted to innovating to help improve the prevention, interception and curing of the disease. Learn more about our commitment to this goal as Avrum Spira, M.D., Global Head of the Lung Cancer Initiative at J&J shares how he and his team are working to help reduce lung cancer death rates even further."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809077,810915,2020-03-03 02:00:18 AEDT,2020-03-03,02:00:18,Link,94,1,38,4,0,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156725745250951,"Did you know that colorectal cancer is actually the third most common cancer in both men and women, and the second leading cause of cancer-related deaths, according to the American Cancer Society? This National Colorectal Cancer Awareness month, discover the latest science-backed information on who’s most at risk and how to best prevent the disease. Plus, learn how Johnson & Johnson is working to innovate new ways to not only treat the cancer, but also potentially stop the disease before it develops."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809083,810910,2020-03-02 02:00:12 AEDT,2020-03-02,02:00:12,Link,307,4,74,51,3,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156723203920951,"In 1908, after graduating from the University of Minnesota, Edith Von Kuster became the first female scientist at Johnson & Johnson. In this groundbreaking role, Von Kuster joined the company’s scientific department, where she conducted research and development. This Women’s History Month, learn more about Von Kuster’s trailblazing path for women in science—and how she embodies the company’s long history of helping ignite the power of women."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809062,810880,2020-03-01 02:00:18 AEDT,2020-03-01,02:00:18,Link,73,4,11,12,1,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156720438855951,"While it’s estimated there are 6,500 to 7,000 cases of Castleman disease (CD) diagnosed every year in the U.S. alone, they’re difficult to track, since the life-threatening immune system disorder is rare and often misdiagnosed. This Rare Disease Day, help spread awareness about the condition and meet two men who have the disease: David Fajgenbaum, M.D., MBA, M.Sc., a patient and doctor who created a first-of-its-kind, patient-driven registry dedicated to advancing more understanding of the condition, and Carl Guenther, a patient who’s part of the effort."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809036,810852,2020-02-29 06:00:13 AEDT,2020-02-29,06:00:13,Link,244,5,29,29,0,0,0,1,0,0,N/A,https://www.facebook.com/126297030950/posts/10156718515825951,"From personalized cancer therapies to robotic surgery and new consumer health solutions, Johnson & Johnson is working to advance transformational innovations across a broad spectrum of science and technology. Learn more about the cutting-edge J&J projects with the potential help truly change the lives of people around the world from Paul Stoffels, Vice Chairman of the Executive Committee & Chief Scientific Officer, J&J."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809036,810852,2020-02-29 02:00:16 AEDT,2020-02-29,02:00:16,Link,94,0,12,12,0,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156718001360951,"Aldrage B. Cooper, Vice President of Corporate Affairs, Johnson & Johnson, began his long and respected career at the company in 1968. Among his many accomplishments: Championing diversity and inclusion and serving as the first African American mayor of New Brunswick, New Jersey. This Black History Month, learn more about Cooper's legendary impact to both J&J and local and international communities at large."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,808981,810785,2020-02-28 02:00:16 AEDT,2020-02-28,02:00:16,Link,194,4,63,70,0,1,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156715406585951,"At just three years old, Nora the polar bear has already faced a host of challenges. Her journey took her from Ohio to Oregon—and finally to Utah's Hogle Zoo. Here, she received a challenging surgery to repair her broken leg, thanks to a Johnson & Johnson donation of medical supplies. This International Polar Bear Day, learn about Nora’s journey through recovery and how she's helping raise awareness about protecting polar bears from warming sea temperatures. If you’re ever at the Utah's Hogle Zoo, be sure to say hi!"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,808975,810767,2020-02-27 02:00:17 AEDT,2020-02-27,02:00:17,Link,107,0,24,14,0,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156712943480951,"What happens when you unite top cardiologists, powerful technology and the deep healthcare expertise of the Janssen Pharmaceutical Companies of Johnson & Johnson? You get the team behind the Heartline™ Study. Learn more about the study that aims to determine whether technology can potentially help lead to the earlier detection of atrial fibrillation—and ultimately reduce the likelihood of stroke."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809074,810849,2020-02-26 03:00:13 AEDT,2020-02-26,03:00:13,Link,57,0,16,8,0,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156710562190951,"Some 157,000 patients are diagnosed with hospital-acquired pneumonia each year—and thanks to innovative research led by Dian Baker, Ph.D., the solution to preventing the condition could be as simple as better oral care during hospital stays. As part of our longstanding history of supporting nurses, Johnson & Johnson and the American Nurses Association have teamed up to launch the See You Now podcast that features stories from pioneering nurses like Baker. Ahead of her upcoming episode, learn more about this nurse innovator and her game-changing medical discovery."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809074,810849,2020-02-26 01:44:30 AEDT,2020-02-26,01:44:30,Link,153,3,81,28,0,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156710419995951,"Johnson & Johnson, in collaboration with Apple, has launched the Heartline™ Study—a virtual research study harnessing wearable technology and cutting-edge apps to help detect atrial fibrillation (AFib). Learn more about the first-of-its-kind study and how it has the potential to impact millions of Americans that are living with AFib and the one third who don’t even know they have it until a serious cardiovascular event, such as a stroke, occurs."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809224,810983,2020-02-25 02:00:12 AEDT,2020-02-25,02:00:12,Link,74,3,17,13,0,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156708119620951,"The American Cancer Society's recent announcement gave cancer experts reason to cheer: According to the organization, the U.S. cancer death rate fell more than 2% from 2016 to 2017 for lung, breast, prostate and colorectal cancer—the largest single-year decline ever recorded. This National Cancer Prevention Month, learn what the new report means for the future of lung cancer prevention from Avrum Spira, M.D., Global Head of the Lung Cancer Initiative (LCI) at Johnson & Johnson. Spira and his team at the LCI are devoted to developing potential solutions for preventing, intercepting and curing the disease to help reduce lung cancer death rates even further."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809196,810933,2020-02-23 02:00:23 AEDT,2020-02-23,02:00:23,Native Video,282,7,67,46,0,0,0,0,0,5992,00:00:20,https://www.facebook.com/126297030950/posts/10156703013800951,✔️1 million surgical masks donated to help protect vulnerable healthcare workers ✔️1 team of Johnson & Johnson scientists hard at work on a potential preventive vaccine These are just two ways the company has mobilized quickly to help address the current COVID-19 outbreaks. Learn more about the company’s efforts to support those impacted: http://bit.ly/39n6jFO:=:https://www.jnj.com/caring-and-giving/how-johnson-johnson-is-helping-support-coronavirus-relief-efforts
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809110,810820,2020-02-21 02:00:17 AEDT,2020-02-21,02:00:17,Link,126,3,44,13,1,2,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156698113400951,Did you know an eye exam can help detect more than 270 different medical conditions? Prioritize your eyes by getting an eye exam in 2020—and discover more tips for caring for your eyes from Johnson & Johnson Vision experts.
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809065,810768,2020-02-20 04:41:06 AEDT,2020-02-20,04:41:06,Native Video,154,6,34,12,0,0,0,0,0,3568,00:01:00,https://www.facebook.com/126297030950/posts/10156695982445951,"Collaboration is key to helping find solutions to pandemic threats like COVID-19. At the 2020 Munich Security Conference, Johnson & Johnson joined world leaders to advocate for greater preparedness in helping fight these threats and accelerate solutions to such global health crises. Learn more from Paul Stoffels, M.D., Vice Chairman of the Executive Committee and Chief Scientific Officer, J&J: http://bit.ly/2P5Tjg7:=:https://www.linkedin.com/pulse/mobilizing-resources-collaborations-fight-pandemic-paul-stoffels-md/"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809030,810725,2020-02-19 02:00:14 AEDT,2020-02-19,02:00:14,Link,59,4,11,7,0,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156693115400951,"Do you know how often you should wash your face? Answer: Twice a day, according to the scientists behind new Exuviance® products that have been clinically proven to help combat the signs of aging. Take this quiz to test your skincare IQ—and learn science-backed tips for how to help your skin keep its youthful, natural glow."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,809000,810675,2020-02-18 02:00:15 AEDT,2020-02-18,02:00:15,Link,120,4,22,20,0,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156690622560951,"Which former American president gave a talk at Johnson & Johnson headquarters in New Brunswick, New Jersey, during his reelection campaign? This Presidents' Day, find out the answer from Margaret Gurowitz, Chief Historian, J&J and learn more about the company’s connections to former U.S. presidents, including the day one leader awarded J&J with a medal for a century's worth of innovation."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,808939,810591,2020-02-16 02:00:10 AEDT,2020-02-16,02:00:10,Link,232,5,17,31,1,1,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156685324470951,"“When you go through something like this, you understand the life you have is pretty precious."" — Brad Heidrich, Senior Scientist at the Janssen Pharmaceutical Companies of Johnson & Johnson. At age 13, Brad was diagnosed with a rare form of osteosarcoma, a cancer of the bone. His battle with cancer ultimately led to unexpected gifts: a deep sense of purpose and a career helping discover and develop treatments for blood cancers. On International Childhood Cancer Day, read about Brad's incredible journey from cancer patient to researcher—and how it keeps him devoted to helping others."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,808912,810555,2020-02-15 08:09:07 AEDT,2020-02-15,08:09:07,Native Video,187,8,44,13,0,1,0,0,0,4006,00:01:00,https://www.facebook.com/126297030950/posts/10156683519010951,"As a part of our multi-pronged response to the COVID-19 outbreak, top Johnson & Johnson scientists joined experts from around the globe at the World Health Organization (WHO) this week to identify and accelerate the science needed to help stop this global health crisis. Learn how J&J and its partners are working to help address this outbreak: http://bit.ly/39n6jFO:=:https://www.jnj.com/caring-and-giving/how-johnson-johnson-is-helping-support-coronavirus-relief-efforts"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,808912,810555,2020-02-15 02:00:30 AEDT,2020-02-15,02:00:30,Native Video,103,7,16,21,0,0,0,0,0,2307,00:00:04,https://www.facebook.com/126297030950/posts/10156682688705951,"This Valentine's Day, Margaret Gurowitz, Chief Historian, Johnson & Johnson, shares her most beloved item from the J&J archives: a charm bracelet given to women working in the 1960s and '70s, featuring charms that depicted health innovations developed over the course of the company’s history, such as BAND-AID® Brand adhesive bandages. Learn more about this unique artifact: http://bit.ly/39Dm8sp:=:https://www.jnj.com/our-heritage/johnson-johnson-history-1960-charm-bracelet-employee-gift"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,808875,810513,2020-02-14 08:12:54 AEDT,2020-02-14,08:12:54,Native Video,526,12,237,77,0,1,1,0,0,15471,00:00:55,https://www.facebook.com/126297030950/posts/10156680838980951,Johnson & Johnson is proud to join forces with the Biomedical Advanced Research and Development Authority and the U.S. Department of Health and Human Services to help accelerate the development of a potential novel coronavirus vaccine. Learn how J&J and its partners are working to help protect communities against the threat of a global COVID-19 pandemic: http://bit.ly/2Hk6IwZ:=:https://www.jnj.com/johnson-johnson-announces-collaboration-with-u-s-department-of-health-human-services-to-accelerate-development-of-a-potential-novel-coronavirus-vaccine
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,808875,810513,2020-02-14 02:00:19 AEDT,2020-02-14,02:00:19,Link,276,6,65,42,0,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156679951845951,"Despite advances in treating multiple myeloma, the incurable blood cancer is still considered very difficult to manage for the over 30,000 patients diagnosed with the disease in the U.S. each year. That's why Johnson & Johnson remains committed to helping advance the field of multiple myeloma research, teaming up with Legend Biotech to work on a revolutionary new CAR-T therapy that harnesses a patient's own white blood cells to target and kill the cancer. Learn more about this unique collaboration from Sen Zhuang, M.D., Ph.D., Vice President, Oncology Clinical Research, Janssen Research & Development, J&J—and the promise it holds for patients."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,808857,810481,2020-02-13 10:27:37 AEDT,2020-02-13,10:27:37,Native Video,439,16,180,62,2,1,0,0,0,12574,00:00:20,https://www.facebook.com/126297030950/posts/10156678578290951,"The coronavirus has continued to spread, with over 40,000 confirmed cases and more than 1,000 deaths in China, according to the World Health Organization (WHO). In response to this public health emergency, Johnson & Johnson has mobilized quickly to provide crucial donations—such as one million surgical masks to help protect vulnerable healthcare workers—to those impacted. Learn more about the company’s efforts to date: http://bit.ly/39n6jFO:=:https://www.jnj.com/caring-and-giving/how-johnson-johnson-is-helping-support-coronavirus-relief-efforts"
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,808857,810481,2020-02-13 06:00:11 AEDT,2020-02-13,06:00:11,Link,117,2,14,33,2,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156678088710951,"One of the brave college students arrested during a lunch counter sit-in in 1961 in Sumter, South Carolina was Tillie Bing Bryant, mom of Wanda Hope, Chief Diversity & Inclusion Officer, Johnson & Johnson. During her time in jail, she wrote about her fight for equality and freedom on a roll of toilet paper—which she passed on to her daughter. This Black History Month, read what it was like for Mrs. Bryant to fight for equal rights in the 1960s—and how her spirit inspires her daughter’s work at Johnson & Johnson every day."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,808855,810474,2020-02-12 02:00:01 AEDT,2020-02-12,02:00:01,Link,150,9,74,11,13,1,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156675304460951,"Fact: Lung cancer kills more men and women each year in the U.S. than breast, prostate and colon cancers combined—and up to 20% of those people have never even touched a cigarette. This National Cancer Prevention Month, learn how Johnson & Johnson is pioneering research on how to help stop lung cancer before it can start doing damage, and get advice on steps you can take to up your odds of staying healthy from scientists who've dedicated their research to help defeat the disease."
Johnson & Johnson,MEDICAL_HEALTH,US,Like us to see how we're solving the world's toughest health challenges. ,2009-08-25 19:15:11,808822,810428,2020-02-11 02:00:00 AEDT,2020-02-11,02:00:00,Link,56,0,23,5,1,0,0,0,0,0,N/A,https://www.facebook.com/126297030950/posts/10156672086145951,"True or false: If there's no family history, you don’t have to worry about getting cancer. Answer: False. Genetics only accounts for 5 to 10% of all cancers, according to the National Cancer Institute. This National Cancer Prevention Month, experts share the latest truths on what you really need to know about the disease, including how sleep may play a part in cancer prevention, the connection between oral health and more."
